Time,Run,Scan status,Ablation status,OPO Wavelength
2025-09-09 09:55:09,4435,Start,ON,217.00
2025-09-09 09:55:20,4435,Stop,ON,210.00
2025-09-09 09:55:21,4436,Start,OFF,210.00
2025-09-09 09:55:32,4436,Stop,OFF,210.00
2025-09-09 09:55:34,4437,Start,ON,210.01
2025-09-09 09:55:45,4437,Stop,ON,210.01
2025-09-09 09:55:45,4438,Start,OFF,210.01
2025-09-09 09:55:56,4438,Stop,OFF,210.01
2025-09-09 09:55:58,4439,Start,ON,210.02
2025-09-09 09:56:09,4439,Stop,ON,210.02
2025-09-09 09:56:09,4440,Start,OFF,210.02
2025-09-09 09:56:20,4440,Stop,OFF,210.02
2025-09-09 09:56:22,4441,Start,ON,210.03
2025-09-09 09:56:33,4441,Stop,ON,210.03
2025-09-09 09:56:33,4442,Start,OFF,210.03
2025-09-09 09:56:44,4442,Stop,OFF,210.03
2025-09-09 09:56:46,4443,Start,ON,210.04
2025-09-09 09:56:57,4443,Stop,ON,210.04
2025-09-09 09:56:57,4444,Start,OFF,210.04
2025-09-09 09:57:08,4444,Stop,OFF,210.04
2025-09-09 09:57:11,4445,Start,ON,210.05
2025-09-09 09:57:22,4445,Stop,ON,210.05
2025-09-09 09:57:22,4446,Start,OFF,210.05
2025-09-09 09:57:33,4446,Stop,OFF,210.05
2025-09-09 09:57:35,4447,Start,ON,210.06
2025-09-09 09:57:46,4447,Stop,ON,210.06
2025-09-09 09:57:46,4448,Start,OFF,210.06
2025-09-09 09:57:57,4448,Stop,OFF,210.06
2025-09-09 09:57:59,4449,Start,ON,210.07
2025-09-09 09:58:10,4449,Stop,ON,210.07
2025-09-09 09:58:10,4450,Start,OFF,210.07
2025-09-09 09:58:21,4450,Stop,OFF,210.07
2025-09-09 09:58:24,4451,Start,ON,210.08
2025-09-09 09:58:34,4451,Stop,ON,210.08
2025-09-09 09:58:35,4452,Start,OFF,210.08
2025-09-09 09:58:45,4452,Stop,OFF,210.08
2025-09-09 09:58:48,4453,Start,ON,210.09
2025-09-09 09:58:59,4453,Stop,ON,210.09
2025-09-09 09:58:59,4454,Start,OFF,210.09
2025-09-09 09:59:10,4454,Stop,OFF,210.09
2025-09-09 09:59:12,4455,Start,ON,210.10
2025-09-09 09:59:23,4455,Stop,ON,210.10
2025-09-09 09:59:23,4456,Start,OFF,210.10
2025-09-09 09:59:34,4456,Stop,OFF,210.10
2025-09-09 09:59:36,4457,Start,ON,210.11
2025-09-09 09:59:47,4457,Stop,ON,210.11
2025-09-09 09:59:48,4458,Start,OFF,210.11
2025-09-09 09:59:58,4458,Stop,OFF,210.11
2025-09-09 10:00:01,4459,Start,ON,210.12
2025-09-09 10:00:11,4459,Stop,ON,210.12
2025-09-09 10:00:12,4460,Start,OFF,210.12
2025-09-09 10:00:23,4460,Stop,OFF,210.12
2025-09-09 10:00:25,4461,Start,ON,210.13
2025-09-09 10:00:36,4461,Stop,ON,210.13
2025-09-09 10:00:36,4462,Start,OFF,210.13
2025-09-09 10:00:47,4462,Stop,OFF,210.13
2025-09-09 10:00:49,4463,Start,ON,210.14
2025-09-09 10:01:00,4463,Stop,ON,210.14
2025-09-09 10:01:00,4464,Start,OFF,210.14
2025-09-09 10:01:11,4464,Stop,OFF,210.14
2025-09-09 10:01:13,4465,Start,ON,210.15
2025-09-09 10:01:24,4465,Stop,ON,210.15
2025-09-09 10:01:24,4466,Start,OFF,210.15
2025-09-09 10:01:35,4466,Stop,OFF,210.15
2025-09-09 10:01:38,4467,Start,ON,210.16
2025-09-09 10:01:48,4467,Stop,ON,210.16
2025-09-09 10:01:49,4468,Start,OFF,210.16
2025-09-09 10:01:59,4468,Stop,OFF,210.16
2025-09-09 10:02:02,4469,Start,ON,210.17
2025-09-09 10:02:12,4469,Stop,ON,210.17
2025-09-09 10:02:13,4470,Start,OFF,210.17
2025-09-09 10:02:24,4470,Stop,OFF,210.17
2025-09-09 10:02:26,4471,Start,ON,210.18
2025-09-09 10:02:29,4471,Stop,ON,210.18
2025-09-09 10:02:29,4472,Start,OFF,210.18
2025-09-09 10:02:33,4472,Stop,OFF,210.18
2025-09-09 10:02:37,4473,Start,OFF,210.18
2025-09-09 10:02:40,4473,Stop,ON,210.19
2025-09-09 10:02:43,4474,Start,ON,210.19
2025-09-09 10:02:44,4474,Stop,OFF,210.19
2025-09-09 10:02:44,4475,Start,OFF,210.19
2025-09-09 10:02:47,4475,Stop,ON,210.20
2025-09-09 10:02:49,4476,Start,ON,210.20
2025-09-09 10:02:50,4476,Stop,OFF,210.20
2025-09-09 10:02:52,4477,Start,OFF,210.20
2025-09-09 10:02:55,4477,Stop,ON,210.20
2025-09-09 10:02:58,4478,Start,ON,210.21
2025-09-09 10:03:00,4478,Stop,OFF,210.21
2025-09-09 10:03:00,4479,Start,OFF,210.21
2025-09-09 10:03:03,4479,Stop,ON,210.22
2025-09-09 10:03:03,4480,Start,ON,210.22
2025-09-09 10:03:04,4480,Stop,OFF,210.22
2025-09-09 10:03:04,4481,Start,OFF,210.22
2025-09-09 10:03:08,4481,Stop,ON,210.23
2025-09-09 10:03:11,4482,Start,ON,210.23
2025-09-09 10:03:12,4482,Stop,OFF,210.23
