Time,Run,Scan status,Ablation status,OPO Wavelength
2026-06-12 16:40:40,6884,Start,OFF,OFF
2026-06-12 16:40:58,6884,Stop,OFF,OFF
2026-06-12 16:41:35,6885,Start,OFF,OFF
2026-06-12 16:41:48,6885,Stop,OFF,OFF
2026-06-12 16:42:35,6886,Start,OFF,OFF
2026-06-12 16:42:40,6886,Stop,OFF,OFF
2026-06-12 16:54:20,6887,Start,OFF,OFF
2026-06-12 16:54:36,6887,Stop,OFF,OFF
2026-06-12 16:54:47,6888,Start,ON,OFF
2026-06-12 16:54:53,6888,Stop,ON,OFF
2026-06-12 16:55:54,6889,Start,ON,OFF
2026-06-12 16:57:01,6889,Stop,ON,OFF
2026-06-12 16:58:50,6890,Start,OFF,OFF
2026-06-12 17:00:38,6890,Stop,OFF,OFF
2026-06-12 17:02:41,6891,Start,OFF,OFF
2026-06-12 17:03:01,6891,Stop,OFF,OFF
2026-06-12 17:06:24,6892,Start,ON,OFF
2026-06-12 17:06:39,6892,Stop,ON,OFF
