Time,Run,Scan status,Ablation status,OPO Wavelength
2025-10-17 16:31:09,6062,Start,ON,214.08
2025-10-17 16:31:20,6062,Stop,ON,214.00
2025-10-17 16:31:22,6063,Start,ON,214.02
2025-10-17 16:31:33,6063,Stop,ON,214.02
2025-10-17 16:31:34,6064,Start,ON,214.04
2025-10-17 16:31:45,6064,Stop,ON,214.04
2025-10-17 16:31:47,6065,Start,ON,214.06
2025-10-17 16:31:58,6065,Stop,ON,214.06
2025-10-17 16:32:00,6066,Start,ON,214.08
2025-10-17 16:32:11,6066,Stop,ON,214.08
2025-10-17 16:34:22,6067,Start,ON,214.08
2025-10-17 16:34:33,6067,Stop,ON,214.00
2025-10-17 16:34:35,6068,Start,ON,214.10
2025-10-17 16:34:46,6068,Stop,ON,214.10
2025-10-17 16:34:47,6069,Start,ON,214.20
2025-10-17 16:34:58,6069,Stop,ON,214.20
2025-10-17 16:35:00,6070,Start,ON,214.30
2025-10-17 16:35:11,6070,Stop,ON,214.30
2025-10-17 16:35:12,6071,Start,ON,214.40
2025-10-17 16:35:23,6071,Stop,ON,214.40
2025-10-17 16:35:25,6072,Start,ON,214.50
2025-10-17 16:35:36,6072,Stop,ON,214.50
2025-10-17 16:35:38,6073,Start,ON,214.60
2025-10-17 16:35:49,6073,Stop,ON,214.60
2025-10-17 16:35:50,6074,Start,ON,214.70
2025-10-17 16:36:01,6074,Stop,ON,214.70
2025-10-17 16:36:03,6075,Start,ON,214.80
2025-10-17 16:36:14,6075,Stop,ON,214.80
2025-10-17 16:36:15,6076,Start,ON,214.90
2025-10-17 16:36:26,6076,Stop,ON,214.90
2025-10-17 16:36:28,6077,Start,ON,215.00
2025-10-17 16:36:39,6077,Stop,ON,215.00
