Time,Run,Scan status,Ablation status,OPO Wavelength
2025-08-25 17:03:45,3344,Start,ON,OFF
2025-08-25 17:04:48,3344,Stop,ON,OFF
2025-08-25 17:04:51,3345,Start,OFF,OFF
2025-08-25 17:05:54,3345,Stop,OFF,OFF
2025-08-25 17:06:13,3346,Start,ON,OFF
2025-08-25 17:07:14,3346,Stop,ON,OFF
2025-08-25 17:07:28,3347,Start,OFF,OFF
2025-08-25 17:08:31,3347,Stop,OFF,OFF
2025-08-25 17:08:54,3348,Start,ON,OFF
2025-08-25 17:09:56,3348,Stop,ON,OFF
2025-08-25 17:09:59,3349,Start,OFF,OFF
2025-08-25 17:11:22,3349,Stop,ON,OFF
2025-08-25 17:11:28,3350,Start,ON,OFF
2025-08-25 17:12:34,3350,Stop,ON,OFF
2025-08-25 17:12:44,3351,Start,OFF,OFF
2025-08-25 17:13:45,3351,Stop,OFF,OFF
2025-08-25 17:14:19,3352,Start,ON,OFF
2025-08-25 17:14:45,3352,Stop,ON,OFF
2025-08-25 17:14:47,3353,Start,ON,OFF
2025-08-25 17:15:49,3353,Stop,ON,OFF
2025-08-25 17:15:53,3354,Start,OFF,OFF
2025-08-25 17:16:58,3354,Stop,OFF,OFF
2025-08-25 17:17:09,3355,Start,ON,OFF
2025-08-25 17:18:11,3355,Stop,ON,OFF
2025-08-25 17:18:21,3356,Start,OFF,OFF
2025-08-25 17:19:22,3356,Stop,OFF,OFF
2025-08-25 17:20:01,3357,Start,ON,OFF
2025-08-25 17:21:04,3357,Stop,ON,OFF
2025-08-25 17:21:14,3358,Start,OFF,OFF
2025-08-25 17:22:15,3358,Stop,OFF,OFF
2025-08-25 17:22:40,3359,Start,ON,OFF
2025-08-25 17:23:43,3359,Stop,ON,OFF
