Time,Run,Scan status,Ablation status,OPO Wavelength
2026-06-22 20:43:52,7026,Start,OFF,220.00
2026-06-22 21:11:18,7026,Stop,OFF,OFF
2026-06-24 18:04:04,7027,Start,OFF,OFF
2026-06-24 18:05:13,7027,Stop,OFF,214.00
2026-06-24 18:05:15,7028,Start,OFF,214.00
2026-06-24 18:05:35,7028,Stop,OFF,214.00
2026-06-24 18:05:54,7029,Start,OFF,214.00
2026-06-24 18:07:42,7029,Stop,OFF,214.00
2026-06-24 18:07:56,7030,Start,OFF,214.00
2026-06-24 18:26:23,7030,Stop,OFF,220.00
2026-06-24 18:32:29,7031,Start,OFF,220.00
2026-06-24 20:42:48,7031,Stop,OFF,220.00
2026-06-24 20:42:50,7032,Start,OFF,220.00
2026-06-24 20:43:03,7032,Stop,OFF,220.00
2026-06-24 20:43:35,7033,Start,OFF,220.00
2026-06-24 20:44:47,7033,Stop,OFF,220.00
