Time,Run,Scan status,Ablation status,OPO Wavelength
2026-06-15 17:49:06,6987,Start,OFF,OFF
2026-06-15 17:49:42,6987,Stop,OFF,OFF
2026-06-15 17:49:49,6988,Start,OFF,OFF
2026-06-15 17:49:54,6988,Stop,OFF,OFF
2026-06-15 17:49:56,6989,Start,OFF,OFF
2026-06-15 17:50:05,6989,Stop,OFF,OFF
2026-06-15 17:50:15,6990,Start,OFF,OFF
2026-06-15 17:50:20,6990,Stop,OFF,OFF
2026-06-15 17:50:21,6991,Start,OFF,OFF
2026-06-15 17:50:30,6991,Stop,OFF,OFF
2026-06-15 17:50:41,6992,Start,OFF,OFF
2026-06-15 17:51:11,6992,Stop,OFF,OFF
2026-06-15 17:53:54,6993,Start,OFF,OFF
2026-06-15 17:53:58,6993,Stop,OFF,OFF
2026-06-15 17:54:11,6994,Start,OFF,OFF
2026-06-15 17:55:27,6994,Stop,OFF,OFF
2026-06-15 17:55:38,6995,Start,OFF,OFF
2026-06-15 17:55:46,6995,Stop,OFF,OFF
2026-06-15 17:56:29,6996,Start,OFF,OFF
2026-06-15 17:56:46,6996,Stop,OFF,OFF
2026-06-15 17:56:53,6997,Start,OFF,OFF
2026-06-15 17:59:13,6997,Stop,OFF,OFF
2026-06-15 17:59:23,6998,Start,OFF,OFF
2026-06-15 18:05:03,6998,Stop,OFF,OFF
2026-06-15 19:25:20,6999,Start,ON,OFF
2026-06-15 19:25:27,6999,Stop,ON,OFF
2026-06-15 19:25:32,7000,Start,ON,OFF
2026-06-15 19:26:25,7000,Stop,OFF,OFF
2026-06-18 15:22:12,7001,Start,ON,OFF
2026-06-18 15:22:17,7001,Stop,ON,OFF
2026-06-18 15:22:35,7002,Start,ON,OFF
2026-06-18 15:22:45,7002,Stop,ON,OFF
2026-06-18 15:26:07,7003,Start,ON,OFF
2026-06-18 15:26:40,7003,Stop,OFF,OFF
2026-06-18 15:26:41,7004,Start,OFF,OFF
2026-06-18 15:26:46,7004,Stop,OFF,OFF
2026-06-18 15:27:09,7005,Start,OFF,OFF
