Time,Run,Scan status,Ablation status,OPO Wavelength
2025-10-17 16:04:28,6023,Start,ON,213.90
2025-10-17 16:04:39,6023,Stop,ON,213.90
2025-10-17 16:04:39,6024,Start,ON,213.90
2025-10-17 16:04:50,6024,Stop,ON,213.90
2025-10-17 16:04:50,6025,Start,ON,213.90
2025-10-17 16:05:01,6025,Stop,ON,213.90
2025-10-17 16:05:01,6026,Start,ON,213.90
2025-10-17 16:05:12,6026,Stop,ON,213.90
2025-10-17 16:05:12,6027,Start,ON,213.90
2025-10-17 16:05:23,6027,Stop,ON,213.90
2025-10-17 16:05:50,6028,Start,ON,213.90
2025-10-17 16:05:54,6028,Stop,ON,213.90
