Time,Run,Scan status,Ablation status,OPO Wavelength
2025-11-24 16:08:00,6779,Start,ON,214.05
2025-11-24 16:08:31,6779,Stop,ON,214.05
2025-11-24 16:08:36,6780,Start,OFF,214.05
2025-11-24 16:09:07,6780,Stop,OFF,214.05
2025-11-24 16:09:30,6781,Start,ON,214.05
2025-11-24 16:09:39,6781,Stop,ON,214.05
2025-11-24 16:09:53,6782,Start,ON,214.05
2025-11-24 16:10:00,6782,Stop,ON,214.05
2025-11-24 16:10:13,6783,Start,ON,214.05
2025-11-24 16:10:34,6783,Stop,OFF,214.05
2025-11-24 16:11:11,6784,Start,ON,214.05
2025-11-24 16:11:26,6784,Stop,ON,214.05
2025-11-24 16:11:35,6785,Start,ON,214.05
2025-11-24 16:11:51,6785,Stop,ON,214.05
2025-11-24 16:11:55,6786,Start,ON,214.05
2025-11-24 16:12:06,6786,Stop,ON,214.05
2025-11-24 16:12:07,6787,Start,ON,214.05
2025-11-24 16:12:39,6787,Stop,ON,214.05
2025-11-24 16:12:44,6788,Start,OFF,214.05
2025-11-24 16:13:14,6788,Stop,OFF,214.05
2025-11-24 16:13:25,6789,Start,ON,214.05
2025-11-24 16:13:56,6789,Stop,ON,214.05
2025-11-24 16:14:00,6790,Start,OFF,214.05
2025-11-24 16:14:31,6790,Stop,OFF,214.05
2025-11-24 16:15:16,6791,Start,ON,214.05
2025-11-24 16:15:46,6791,Stop,ON,214.05
2025-11-24 16:15:51,6792,Start,OFF,214.05
2025-11-24 16:16:22,6792,Stop,OFF,214.05
2025-11-24 16:16:54,6793,Start,ON,214.30
2025-11-24 16:17:25,6793,Stop,ON,214.30
2025-11-24 16:17:32,6794,Start,OFF,214.30
2025-11-24 16:18:03,6794,Stop,OFF,214.30
2025-11-24 16:19:51,6795,Start,ON,214.05
2025-11-24 16:20:03,6795,Stop,ON,214.05
2025-11-24 16:20:17,6796,Start,ON,214.05
2025-11-24 16:20:29,6796,Stop,ON,214.05
2025-11-24 16:20:44,6797,Start,ON,214.05
2025-11-24 16:20:54,6797,Stop,ON,214.05
2025-11-24 16:21:07,6798,Start,ON,214.05
2025-11-24 16:21:16,6798,Stop,ON,214.05
2025-11-24 16:21:28,6799,Start,ON,214.05
2025-11-24 16:21:38,6799,Stop,ON,214.05
2025-11-24 16:21:47,6800,Start,ON,214.05
2025-11-24 16:21:54,6800,Stop,ON,214.05
2025-11-24 16:22:00,6801,Start,ON,214.05
2025-11-24 16:22:08,6801,Stop,ON,214.05
2025-11-24 16:22:18,6802,Start,ON,214.05
2025-11-24 16:22:55,6802,Stop,ON,214.05
2025-11-24 16:22:56,6803,Start,ON,214.05
2025-11-24 16:23:29,6803,Stop,ON,214.05
2025-11-24 16:23:35,6804,Start,OFF,214.05
2025-11-24 16:24:06,6804,Stop,OFF,214.05
2025-11-24 16:24:20,6805,Start,ON,214.05
2025-11-24 16:24:44,6805,Stop,ON,214.05
2025-11-24 16:24:50,6806,Start,ON,214.05
2025-11-24 16:24:59,6806,Stop,ON,214.05
2025-11-24 16:25:08,6807,Start,ON,214.05
2025-11-24 16:25:39,6807,Stop,ON,214.05
2025-11-24 16:25:43,6808,Start,OFF,214.05
2025-11-24 16:26:14,6808,Stop,OFF,214.05
2025-11-24 16:26:55,6809,Start,ON,214.35
2025-11-24 16:27:25,6809,Stop,ON,214.35
2025-11-24 16:27:30,6810,Start,OFF,214.35
2025-11-24 16:28:01,6810,Stop,OFF,214.35
2025-11-24 16:34:59,6811,Start,ON,213.75
2025-11-24 16:36:30,6811,Stop,ON,213.75
2025-11-24 16:36:30,6812,Start,OFF,213.75
2025-11-24 16:38:01,6812,Stop,OFF,213.75
2025-11-24 16:38:04,6813,Start,ON,213.85
2025-11-24 16:39:34,6813,Stop,ON,213.85
2025-11-24 16:39:34,6814,Start,OFF,213.85
2025-11-24 16:41:05,6814,Stop,OFF,213.85
2025-11-24 16:41:07,6815,Start,ON,213.95
2025-11-24 16:42:38,6815,Stop,ON,213.95
2025-11-24 16:42:39,6816,Start,OFF,213.95
2025-11-24 16:44:10,6816,Stop,OFF,213.95
2025-11-24 16:44:12,6817,Start,ON,214.05
2025-11-24 16:45:43,6817,Stop,ON,214.05
2025-11-24 16:45:43,6818,Start,OFF,214.05
2025-11-24 16:47:15,6818,Stop,OFF,214.05
2025-11-24 16:47:17,6819,Start,ON,214.15
2025-11-24 16:48:48,6819,Stop,ON,214.15
2025-11-24 16:48:48,6820,Start,OFF,214.15
2025-11-24 16:50:19,6820,Stop,OFF,214.15
2025-11-24 16:50:21,6821,Start,ON,214.25
2025-11-24 16:51:52,6821,Stop,ON,214.25
2025-11-24 16:51:52,6822,Start,OFF,214.25
2025-11-24 16:53:23,6822,Stop,OFF,214.25
2025-11-24 16:53:25,6823,Start,ON,214.35
2025-11-24 16:54:56,6823,Stop,ON,214.35
2025-11-24 16:54:56,6824,Start,OFF,214.35
2025-11-24 16:56:27,6824,Stop,OFF,214.35
