Time,Run,Scan status,Ablation status,OPO Wavelength
2025-10-17 16:56:26,6091,Start,ON,214.00
2025-10-17 16:56:37,6091,Stop,ON,214.00
2025-10-17 16:56:39,6092,Start,ON,214.10
2025-10-17 16:56:50,6092,Stop,ON,214.10
2025-10-17 16:56:52,6093,Start,ON,214.20
2025-10-17 16:57:03,6093,Stop,ON,214.20
2025-10-17 16:57:04,6094,Start,ON,214.30
2025-10-17 16:57:15,6094,Stop,ON,214.30
2025-10-17 16:57:17,6095,Start,ON,214.40
2025-10-17 16:57:27,6095,Stop,ON,214.40
2025-10-17 16:57:29,6096,Start,ON,214.50
2025-10-17 16:57:40,6096,Stop,ON,214.50
2025-10-17 16:57:42,6097,Start,ON,214.60
2025-10-17 16:57:53,6097,Stop,ON,214.60
2025-10-17 16:57:54,6098,Start,ON,214.70
2025-10-17 16:58:05,6098,Stop,ON,214.70
2025-10-17 16:58:07,6099,Start,ON,214.80
2025-10-17 16:58:18,6099,Stop,ON,214.80
2025-10-17 16:58:19,6100,Start,ON,214.90
2025-10-17 16:58:30,6100,Stop,ON,214.90
2025-10-17 16:58:32,6101,Start,ON,215.00
2025-10-17 16:58:43,6101,Stop,ON,215.00
