Time,Run,Scan status,Ablation status,OPO Wavelength
2025-11-24 15:41:40,6741,Start,OFF,214.05
2025-11-24 15:41:43,6741,Stop,OFF,214.05
2025-11-24 15:43:02,6742,Start,ON,OFF
2025-11-24 15:43:16,6742,Stop,ON,214.05
2025-11-24 15:43:21,6743,Start,OFF,214.05
2025-11-24 15:43:24,6743,Stop,OFF,214.05
2025-11-24 15:43:31,6744,Start,ON,214.05
2025-11-24 15:43:39,6744,Stop,ON,214.05
2025-11-24 15:43:53,6745,Start,ON,214.05
2025-11-24 15:44:03,6745,Stop,ON,214.05
2025-11-24 15:44:38,6746,Start,ON,214.05
2025-11-24 15:44:52,6746,Stop,ON,214.05
2025-11-24 15:44:53,6747,Start,ON,214.05
2025-11-24 15:45:26,6747,Stop,ON,214.05
2025-11-24 15:45:33,6748,Start,OFF,214.05
2025-11-24 15:46:06,6748,Stop,OFF,214.05
2025-11-24 15:47:12,6749,Start,ON,214.05
2025-11-24 15:47:46,6749,Stop,ON,214.05
2025-11-24 15:47:50,6750,Start,OFF,214.05
2025-11-24 15:48:22,6750,Stop,OFF,214.05
2025-11-24 15:48:37,6751,Start,ON,214.05
2025-11-24 15:49:08,6751,Stop,ON,214.05
2025-11-24 15:49:12,6752,Start,OFF,214.05
2025-11-24 15:49:44,6752,Stop,OFF,214.05
2025-11-24 15:50:03,6753,Start,ON,214.05
2025-11-24 15:50:34,6753,Stop,ON,214.05
2025-11-24 15:50:47,6754,Start,ON,214.05
2025-11-24 15:51:19,6754,Stop,ON,214.05
2025-11-24 15:51:23,6755,Start,OFF,214.05
2025-11-24 15:51:41,6755,Stop,OFF,214.05
2025-11-24 15:51:53,6756,Start,ON,214.05
2025-11-24 15:52:24,6756,Stop,ON,214.05
2025-11-24 15:52:28,6757,Start,OFF,214.05
2025-11-24 15:52:58,6757,Stop,OFF,214.05
2025-11-24 15:53:13,6758,Start,ON,214.05
2025-11-24 15:53:44,6758,Stop,ON,214.05
2025-11-24 15:53:49,6759,Start,OFF,214.05
2025-11-24 15:54:20,6759,Stop,OFF,214.05
2025-11-24 15:54:39,6760,Start,ON,214.05
2025-11-24 15:55:11,6760,Stop,ON,214.05
2025-11-24 15:55:25,6761,Start,ON,214.05
2025-11-24 15:55:33,6761,Stop,ON,214.05
2025-11-24 15:55:48,6762,Start,ON,214.05
2025-11-24 15:56:00,6762,Stop,ON,214.05
2025-11-24 15:56:15,6763,Start,ON,214.05
2025-11-24 15:56:29,6763,Stop,ON,214.05
2025-11-24 15:56:43,6764,Start,ON,214.05
2025-11-24 15:56:52,6764,Stop,ON,214.05
2025-11-24 15:57:06,6765,Start,ON,214.05
2025-11-24 15:57:20,6765,Stop,ON,214.05
2025-11-24 15:57:31,6766,Start,ON,214.05
2025-11-24 15:57:39,6766,Stop,ON,214.05
2025-11-24 15:57:53,6767,Start,ON,214.05
2025-11-24 15:58:03,6767,Stop,ON,214.05
2025-11-24 15:58:14,6768,Start,ON,214.05
2025-11-24 15:58:46,6768,Stop,ON,214.05
2025-11-24 15:58:50,6769,Start,OFF,214.05
2025-11-24 15:59:21,6769,Stop,OFF,214.05
2025-11-24 15:59:33,6770,Start,ON,214.05
2025-11-24 16:00:04,6770,Stop,ON,214.05
2025-11-24 16:00:08,6771,Start,OFF,214.05
2025-11-24 16:00:40,6771,Stop,OFF,214.05
2025-11-24 16:00:47,6772,Start,ON,214.05
2025-11-24 16:01:00,6772,Stop,ON,214.05
2025-11-24 16:02:05,6773,Start,ON,214.05
2025-11-24 16:02:19,6773,Stop,ON,214.05
2025-11-24 16:02:34,6774,Start,ON,214.05
2025-11-24 16:02:47,6774,Stop,ON,214.05
2025-11-24 16:02:58,6775,Start,ON,214.05
2025-11-24 16:03:13,6775,Stop,ON,214.05
2025-11-24 16:03:18,6776,Start,ON,214.05
2025-11-24 16:03:36,6776,Stop,OFF,214.05
2025-11-24 16:04:09,6777,Start,ON,214.05
2025-11-24 16:04:15,6777,Stop,ON,214.05
2025-11-24 16:05:36,6778,Start,OFF,214.05
2025-11-24 16:05:51,6778,Stop,OFF,214.05
